Período;Região;Instituição;Localização Geográfica;Nº Total de Partos;Nº Cesarianas
2024-02;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;231;65
2024-02;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;468;146
2024-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.181859, -8.663374;222;63
2024-02;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;197;79
2024-02;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;354;116
2024-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;174;67
2024-02;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;126;49
2025-02;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;181;54
2025-02;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;270;102
2025-02;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;41.1833, -8.60193;345;132
2025-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;84;33
2025-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;168;62
2025-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.039936, -8.731693;;
2025-02;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;175;71
2024-03;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;292;77
2024-03;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;315;112
2024-03;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;610;198
2024-03;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;1232;343
2024-03;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;724;209
2024-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;259;95
2024-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;100;32
2024-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;247;94
2024-03;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;;
2024-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;85;41
2024-03;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;39.4055519104004, -9.0;194;78
2025-03;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;417;154
2025-03;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;695;239
2025-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;110;46
2025-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;445;171
2025-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;92;46
2024-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;1007;303
2024-04;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;384;115
2024-04;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;427;148
2024-04;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;920;309
2024-04;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;567;200
2024-04;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41.1254463195801, -8.0;680;232
2024-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;125;44
2024-04;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;418;127
2024-04;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;39.605565, -8.404399;222;71
2024-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;104;50
2024-04;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;621;152
2025-04;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;363;103
2025-04;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;549;196
2025-04;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;615;207
2025-04;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;695;265
2025-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;143;63
2025-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;469;155
2025-04;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;438;136
2025-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;129;62
2024-05;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;501;155
2024-05;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;541;195
2024-05;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;640;191
2024-05;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;1146;389
2024-05;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;1101;341
2024-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;433;151
2024-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;773;305
2024-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.697519, -8.832517;602;205
2024-05;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;518;156
2024-05;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;532;224
2024-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;136;56
2025-05;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;38.67381, -9.17597;723;260
2025-05;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;1241;481
2025-05;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;41.533438, -8.616604;;
2025-05;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;1154;386
2025-05;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;460;202
2025-05;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;464;153
2025-05;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;790;228
2024-06;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;39.232503, -8.715083;580;189
2024-06;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;634;226
2024-06;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;760;223
2024-06;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;39.7418, -8.79444;776;271
2024-06;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;1597;552
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;1371;460
2024-06;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;874;291
2024-06;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;38.7500648498535, -9.0;12;9
2024-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;515;191
2024-06;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;1740;625
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;928;370
2024-06;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;38.977344, -8.984882;758;222
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;626;262
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;170;73
2025-06;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;242;62
2025-06;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;38.7084, -9.21711;1072;390
2025-06;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;38.821769, -9.176301;1197;320
2025-06;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;1959;638
2025-06;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;565;250
2025-06;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;555;179
2024-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;1666;506
2024-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309943471486, -7.0;290;112
2024-07;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;1897;657
2024-07;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;2862;814
2024-07;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;2341;669
2024-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;218;77
2024-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;1073;429
2024-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;594;231
2024-07;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;1094;282
2025-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.730076, -9.418207;1669;492
2025-07;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;749;292
2025-07;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;39.7418, -8.79444;784;280
2025-07;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;40.6509, -7.91039;1109;374
2025-07;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;38.7169, -9.13654;2254;738
2025-07;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;687;311
2025-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;610;236
2025-07;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;;
2024-08;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;787;269
2024-08;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;2206;766
2024-08;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;2345;823
2024-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;262;91
2024-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.0146, -7.86863;679;263
